Selected parameters:
 1 Timeshift
 2 BX, nT (GSE, GSM)
 3 BY, nT (GSE)
 4 BZ, nT (GSE)
 5 Vx Velocity,km/s
 6 Vy Velocity, km/s
 7 Vz Velocity, km/s
 8 Proton Density, n/cc
 9 Proton Temperature, K
10 Flow pressure, nPa
11 AL-index, nT

YYYY DOY HR MN     1       2       3       4       5       6       7      8        9    10    11 
2015  74 10  9   4944    4.57   -1.03   -3.54  -316.2   -10.2   -25.5  21.96   32255.  4.42   -76
2015  74 10 10   4900    4.81   -0.82   -3.89  -316.2   -10.2   -25.5  21.96   32255.  4.42   -80
2015  74 10 11   4917    4.73   -1.23   -4.11  -316.2   -10.2   -25.5  21.96   32255.  4.42   -79
2015  74 10 12   4933    4.63   -1.43   -4.23  -317.0   -10.3   -24.6  21.18   33269.  4.29   -83
2015  74 10 13   4892    4.16   -1.39   -4.67  -317.6   -10.8   -25.6  21.14   33023.  4.30   -85
2015  74 10 14   4897    4.07   -1.28   -4.63  -319.9   -12.7   -29.1  21.00   31363.  4.34   -86
2015  74 10 15   4851    3.33   -0.88   -5.44  -318.2   -10.2   -25.1  21.17   31319.  4.32   -88
2015  74 10 16   4878    3.46   -0.63   -5.40  -320.9   -10.3   -32.4  20.71   30194.  4.31   -88
2015  74 10 17   4920    3.26   -0.12   -5.40  -320.9   -10.3   -32.4  20.71   30194.  4.31   -88
2015  74 10 18   4962    3.73   -0.48   -4.95 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -90
2015  74 10 19   4993    4.40   -0.79   -4.32 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -90
2015  74 10 20   5039    4.82   -1.26   -3.81  -317.5   -11.1   -25.8  21.15   32423.  4.30   -88
2015  74 10 21   5067    4.74   -1.15   -3.81  -317.5   -11.1   -25.8  21.15   32423.  4.30   -84
2015  74 10 22   5091    4.64   -1.14   -3.92  -317.5   -11.1   -25.8  21.15   32423.  4.30   -81
2015  74 10 23   5122    4.95   -1.30   -3.72  -316.4   -13.3   -23.7  21.17   30601.  4.27   -76
2015  74 10 24   5135    4.90   -1.23   -3.61  -316.4   -13.3   -23.7  21.17   30601.  4.27   -74
2015  74 10 25   5144    4.96   -0.91   -3.76  -315.9   -12.7   -24.8  20.90   30357.  4.20   -75
2015  74 10 26   5157    5.05   -0.77   -3.93  -314.9   -11.7   -26.9  20.41   29897.  4.08   -76
2015  74 10 27   5073    4.83   -0.75   -4.03  -314.9   -11.7   -26.9  20.41   29897.  4.08   -77
2015  74 10 28   5188    4.86   -0.60   -4.12  -315.2   -11.5   -27.1  20.77   28911.  4.16   -79
2015  74 10 29   5121    4.82   -0.47   -4.11  -315.2   -11.5   -27.1  20.77   28911.  4.16   -81
2015  74 10 30   5219    4.64   -0.25   -4.22  -315.8   -11.4   -26.3  22.19   36672.  4.46   -80
2015  74 10 31   5209    4.47   -0.28   -4.38  -316.2   -11.1   -26.8  22.30   35813.  4.50   -97
2015  74 10 32   5145    4.92   -1.01   -3.45  -317.5   -10.3   -28.3  22.62   33071.  4.60  -145
2015  74 10 33   5184    5.09   -1.25   -2.95  -314.2   -12.9   -27.5  20.70   30820.  4.13  -156
2015  74 10 34   5213    4.98   -1.83   -3.18  -313.7   -16.4   -25.3  20.40   32638.  4.05  -150
2015  74 10 35   5222    5.07   -1.40   -3.61  -313.4   -19.7   -23.2  20.20   34443.  4.00  -168
2015  74 10 36   5231    4.94   -1.90   -3.61 99999.9 99999.9 99999.9 999.99 9999999. 99.99  -167
2015  74 10 37   5244    4.56    2.73   -4.44  -313.6   -18.7   -27.1  19.34   29602.  3.85  -164
2015  74 10 38   5259    4.70    2.60   -4.52  -313.6   -18.7   -27.1  19.34   29602.  3.85  -145
2015  74 10 39 999999 9999.99 9999.99 9999.99  -313.6   -18.7   -27.1  19.34   29602.  3.85   -90
2015  74 10 40   5311    4.92    2.18   -4.62 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -71
2015  74 10 41   5367    4.90    1.92   -4.63  -312.7   -15.6   -28.7  19.30   30928.  3.82   -69
2015  74 10 42   5221    4.64    2.04   -4.56  -313.3   -13.2   -27.9  19.40   31324.  3.85   -66
2015  74 10 43   5180    4.62    1.69   -4.63  -314.4    -9.3   -26.5  19.52   31714.  3.89   -64
2015  74 10 44   5307    4.59    1.65   -4.75  -315.0    -9.2   -26.8  19.60   31387.  3.92   -65
2015  74 10 45   5339    4.67    1.66   -4.70  -314.9    -8.1   -28.7  21.59   36450.  4.32   -63
2015  74 10 46   5211    4.36    1.44   -4.87  -315.3    -9.9   -25.7  20.99   34480.  4.21   -63
2015  74 10 47   5221    4.33    1.63   -5.07  -315.3   -10.0   -25.6  20.96   34385.  4.20   -98
2015  74 10 48   5261    4.24    2.03   -5.03 99999.9 99999.9 99999.9 999.99 9999999. 99.99  -107
2015  74 10 49   5301    4.43    1.76   -4.93 99999.9 99999.9 99999.9 999.99 9999999. 99.99  -148
2015  74 10 50   5343    4.64    1.61   -4.69  -315.1    -8.0   -27.1  19.41   30384.  3.88  -174
2015  74 10 51   5382    4.74    1.61   -4.52  -315.1    -8.0   -27.1  19.41   30384.  3.88  -177
2015  74 10 52   5421    4.71    1.63   -4.56  -315.1    -8.0   -27.1  19.41   30384.  3.88  -177
2015  74 10 53   5462    4.70    1.57   -4.55 99999.9 99999.9 99999.9 999.99 9999999. 99.99  -176
2015  74 10 54   5509    4.80    1.34   -4.64 99999.9 99999.9 99999.9 999.99 9999999. 99.99  -125
2015  74 10 55   5563    4.86    1.06   -4.65 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -71
2015  74 10 56   5615    4.92    1.19   -4.56  -314.2    -9.4   -26.6  19.82   31893.  3.94   -78
2015  74 10 57   5661    5.06    1.29   -4.48  -314.2    -9.4   -26.6  19.82   31893.  3.94   -90
2015  74 10 58   5689    5.13    1.20   -4.43  -314.2    -9.4   -26.6  19.82   31893.  3.94   -97
2015  74 10 59   5725    5.20    0.94   -4.33 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -98
2015  74 11  0   5775    5.21    1.04   -4.36 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -93
2015  74 11  1   5827    5.21    0.98   -4.42 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -84
2015  74 11  2   5880    5.16    0.91   -4.46 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -83
2015  74 11  3   5936    5.09    1.00   -4.45 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -94
2015  74 11  4   5989    5.00    1.40   -4.39  -314.1    -7.1   -27.0  19.79   34298.  3.93   -85
2015  74 11  5   6040    4.98    1.63   -4.33  -314.1    -7.1   -27.0  19.79   34298.  3.93   -82
2015  74 11  6   6092    4.98    1.54   -4.56 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -81
2015  74 11  7   6123    5.04    1.62   -4.54 99999.9 99999.9 99999.9 999.99 9999999. 99.99  -117
2015  74 11  8   6146    5.09    1.68   -4.52 99999.9 99999.9 99999.9 999.99 9999999. 99.99  -171
2015  74 11  9   6083    5.01    1.46   -4.57 99999.9 99999.9 99999.9 999.99 9999999. 99.99  -181
2015  74 11 10   5690    4.72    1.02   -4.71 99999.9 99999.9 99999.9 999.99 9999999. 99.99  -266
2015  74 11 11   5493    4.49    0.67   -4.84  -314.4    -9.5   -25.8  19.38   30737.  3.86  -285
2015  74 11 12   5574    2.63    2.44   -4.09  -314.7    -8.0   -26.3  19.46   32078.  3.88  -226
2015  74 11 13   5494    1.44    3.03   -3.75  -314.5    -6.5   -28.5  20.43   36112.  4.08  -133
2015  74 11 14   5595    2.52    2.37   -4.15  -314.7    -8.8   -27.1  20.85   35395.  4.16  -123
2015  74 11 15   5855    3.97    1.37   -4.69  -314.3    -8.3   -27.5  20.39   35395.  4.06  -111
2015  74 11 16   5977    4.14    1.65   -4.82  -315.3    -3.4   -29.6  20.45   33326.  4.10  -116
2015  74 11 17   5956    4.34    1.38   -4.87  -314.8    -4.8   -29.2  20.31   33023.  4.06  -117
2015  74 11 18   5806    4.25    1.04   -5.01  -313.5    -9.4   -26.8  19.43   32159.  3.85  -109
2015  74 11 19   5649    4.25    0.60   -5.11  -314.1    -7.9   -26.5  18.95   31387.  3.77  -106
2015  74 11 20   5455    4.12    0.24   -5.23  -313.5    -6.3   -29.9  20.13   27612.  3.99  -132
2015  74 11 21   5697    4.23    0.46   -5.09  -313.8    -9.5   -27.2  20.01   30492.  3.97  -167
2015  74 11 22   5858    4.06    1.31   -5.04  -312.5   -12.0   -29.2  21.58   32410.  4.26  -151
2015  74 11 23   6254    4.21    2.07   -5.15  -312.1   -12.3   -30.0  22.08   32760.  4.35   -92
2015  74 11 24   5808    4.14    0.03   -4.44 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -91
2015  74 11 25   5851    4.12    0.45   -5.08  -314.2    -7.8   -28.2  20.08   28858.  4.00   -87
2015  74 11 26   5912    3.99    0.32   -5.13  -314.2    -7.8   -28.2  20.08   28858.  4.00   -89
2015  74 11 27   5941    3.55    0.21   -4.57  -314.0    -9.8   -28.8  19.83   33094.  3.95   -92
2015  74 11 28   5829    2.64   -0.01   -4.18  -313.2    -8.9   -30.4  20.90   34335.  4.14  -123
2015  74 11 29   6145    4.53   -1.06   -4.24  -311.7    -8.6   -31.5  21.10   34848.  4.14   -94
2015  74 11 30   5972    4.29   -1.21   -4.35  -312.0   -12.0   -26.6  20.33   31838.  3.99   -80
2015  74 11 31   6091    3.91   -1.27   -4.20  -312.0   -12.0   -26.6  20.33   31866.  3.99   -80
2015  74 11 32   5905    3.35   -0.53   -3.39  -311.2   -11.2   -28.9  21.18   40674.  4.14   -81
2015  74 11 33   5364    3.82    0.18   -4.17  -312.0   -10.2   -28.1  21.06   34940.  4.14   -85
2015  74 11 34   4402    3.26   -0.47   -3.96  -313.3   -10.4   -26.6  21.85   37830.  4.33   -79
2015  74 11 35   4696    3.21   -0.47   -3.64  -312.6    -9.9   -27.2  21.69   37946.  4.27   -78
2015  74 11 36   5095    3.44   -2.76   -2.32  -311.0    -5.0   -27.5  20.76   34044.  4.05   -89
2015  74 11 37   4791    2.96   -2.42   -2.37  -311.4    -8.9   -28.4  20.72   35063.  4.06   -95
2015  74 11 38   4946    2.84   -0.68   -3.71  -312.9    -8.9   -27.7  22.35   31869.  4.42   -93
2015  74 11 39   3899    2.79    0.76   -4.48  -312.6    -8.1   -26.8  21.64   35869.  4.26   -91
2015  74 11 40   4167    2.83    0.23   -4.12  -313.4    -5.9   -24.8  21.38   36070.  4.23   -81
2015  74 11 41   3550    2.11    1.52   -4.66  -311.0    -3.3   -30.9  21.81   27359.  4.26   -83
2015  74 11 42   3939    2.66    1.53   -4.39  -311.7    -3.4   -30.9  23.02   27925.  4.52   -81
2015  74 11 43   3883    2.70    1.34   -4.23  -311.4    -5.5   -30.1  22.58   29010.  4.42   -77
2015  74 11 44   4104    2.83    1.87   -4.13  -311.3    -5.0   -30.9  21.59   29092.  4.23   -73
2015  74 11 45   4159    2.06    1.05   -4.54  -312.0    -3.5   -30.8  21.36   26083.  4.20   -77
2015  74 11 46   4744    2.53    1.17   -4.42  -312.0    -7.3   -28.7  22.04   32671.  4.33   -82
2015  74 11 47   5290    3.08    1.28   -4.20  -314.0    -8.5   -25.7  20.27   32295.  4.03   -87
2015  74 11 48   4345    2.79    1.32   -4.26  -312.1    -5.0   -26.9  21.18   33874.  4.16   -92
2015  74 11 49   5041    2.90    1.27   -4.22  -311.3    -4.8   -26.3  20.99   34035.  4.10   -94
2015  74 11 50   4821    3.09    1.07   -3.98  -310.5    -5.9   -30.1  21.91   26423.  4.27   -98
2015  74 11 51   4652    2.89    1.06   -4.16  -310.1    -2.1   -26.1  20.76   40160.  4.02  -105
2015  74 11 52   4698    3.03    1.14   -4.09  -310.7    -7.5   -28.3  21.34   27297.  4.16  -109
2015  74 11 53   4456    2.81    1.15   -4.18  -310.3    -5.2   -31.5  21.25   23742.  4.13  -106
2015  74 11 54   4892    3.08    0.79   -4.50  -310.8    -2.0   -26.6  20.25   39472.  3.94  -109
2015  74 11 55   4600    2.73    1.12   -4.32  -310.9    -1.3   -25.4  20.02   43098.  3.90  -110
2015  74 11 56   4388    2.56    1.39   -4.19 99999.9 99999.9 99999.9 999.99 9999999. 99.99  -108
2015  74 11 57   4666    2.81    1.02   -4.28  -309.8    -5.9   -28.4  21.05   29615.  4.08  -106
2015  74 11 58   4164    2.40    1.49   -4.18  -309.8    -4.9   -29.5  22.10   32918.  4.28  -107
2015  74 11 59   4446    2.56    1.27   -4.21  -310.3    -5.5   -31.5  23.39   32351.  4.55  -108
2015  74 12  0   4218    2.56    1.75   -3.71  -310.8    -4.1   -25.4  20.36   43130.  3.96  -105
2015  74 12  1   4590    2.45    1.53   -4.14  -310.8    -4.1   -25.4  20.36   43130.  3.96  -104
2015  74 12  2   4312    2.14    1.72   -4.01  -311.7    -6.0   -29.0  20.98   29889.  4.12  -106
2015  74 12  3   4720    2.44    1.27   -4.07  -312.1    -5.1   -29.1  21.03   33323.  4.14  -108
2015  74 12  4   4592    2.11    1.34   -4.07 99999.9 99999.9 99999.9 999.99 9999999. 99.99  -102
2015  74 12  5   4711    2.24    1.34   -4.13  -311.9    -6.0   -24.5  19.88   45388.  3.89  -101
2015  74 12  6   4441    2.17    1.52   -4.01  -311.9    -6.0   -24.5  19.88   45336.  3.89  -101
2015  74 12  7   4438    2.21    1.45   -4.09  -310.9    -8.7   -31.4  21.74   24925.  4.25   -95
2015  74 12  8   4584    2.32    1.09   -4.22  -310.3    -6.0   -25.4  21.23   42349.  4.12   -91
2015  74 12  9   4614    2.24    1.39   -4.27  -310.1    -4.9   -22.8  21.00   49694.  4.06   -90
2015  74 12 10   4617    2.23    1.58   -4.14 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -84
2015  74 12 11   4833    2.45    1.68   -4.00  -307.2    -4.5   -26.5  20.60   48249.  3.92   -77
2015  74 12 12   4359    2.35    1.94   -3.68  -307.2    -4.5   -26.5  20.60   48249.  3.92   -75
2015  74 12 13   3998    2.26    2.15   -3.43 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -75
2015  74 12 14   5260    2.55    1.56   -4.23 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -67
2015  74 12 15   6900    2.90   -0.04   -4.72  -310.4    -9.2   -32.1  23.05   26376.  4.49   -66
2015  74 12 16   3813    2.04    2.99   -3.52  -310.4    -9.2   -32.1  23.05   26376.  4.49   -68
2015  74 12 17   7010    2.87    0.00   -4.71 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -73
2015  74 12 18   4597    2.26    2.41   -3.71 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -75
2015  74 12 19   7132    2.96    0.08   -4.62 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -75
2015  74 12 20   5572    2.53    1.58   -4.00  -308.5    -3.2   -26.0  20.47   45090.  3.92   -76
2015  74 12 21   7260    2.96   -0.02   -4.62  -308.5    -3.2   -26.0  20.47   45090.  3.92   -81
2015  74 12 22   5761    2.58    1.40   -3.96 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -84
2015  74 12 23 999999 9999.99 9999.99 9999.99 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -86
2015  74 12 24   4941    2.32    2.16   -3.67 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -85
2015  74 12 25   7541    2.98   -0.19   -4.67 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -83
2015  74 12 26   5914    2.75    1.72   -4.04  -309.7    -7.1   -32.1  22.46   25202.  4.36   -80
2015  74 12 27   7686    3.11   -0.04   -4.67  -309.7    -7.1   -32.1  22.46   25202.  4.36   -78
2015  74 12 28   4482    2.03    3.36   -3.28  -309.7    -7.1   -32.1  22.46   25202.  4.36   -78
2015  74 12 29   6453    2.67    1.38   -4.11 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -81
2015  74 12 30 999999 9999.99 9999.99 9999.99 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -83
2015  74 12 31   5767    2.14    2.42   -3.66 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -83
2015  74 12 32   7998    3.22    0.05   -4.68 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -82
2015  74 12 33   4740    1.78    3.64   -3.08  -307.5    -2.8   -22.6  20.43   48044.  3.88   -84
2015  74 12 34   8140    3.13    0.02   -4.58  -307.5    -2.8   -22.6  20.43   48044.  3.88   -83
2015  74 12 35 999999 9999.99 9999.99 9999.99  -307.5    -2.8   -22.6  20.43   48044.  3.88   -79
2015  74 12 36   5347    2.25    3.01   -3.36 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -77
2015  74 12 37   8334    3.19    0.00   -4.59 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -76
2015  74 12 38   5003    2.00    3.63   -3.13 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -72
2015  74 12 39   8515    3.19   -0.03   -4.55 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -70
2015  74 12 40 999999 9999.99 9999.99 9999.99 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -68
2015  74 12 41   5139    2.05    3.54   -3.06 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -66
2015  74 12 42   8708    3.08    0.23   -4.53 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -64
2015  74 12 43   5279    1.91    3.58   -2.79 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -67
2015  74 12 44 999999 9999.99 9999.99 9999.99 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -73
2015  74 12 45   8911    3.36    0.15   -4.58  -310.1    -6.6   -30.4  21.50   24273.  4.18   -82
2015  74 12 46   5371    2.48    2.33   -3.04  -309.0    -5.9   -29.4  21.16   30851.  4.08   -86
2015  74 12 47   7099    3.73    0.64   -3.90  -307.2    -4.7   -27.6  20.57   42257.  3.92   -84
2015  74 12 48   4973    2.83    3.29   -3.66  -309.0     2.6   -21.4  18.74   36167.  3.59   -83
2015  74 12 49   5421    2.70    2.77   -3.54  -308.3     1.3   -22.1  19.52   38149.  3.73   -80
2015  74 12 50   5187    2.24    3.37   -3.33  -306.3    -2.3   -24.3  21.80   43929.  4.12   -78
2015  74 12 51   4654    1.78    5.65   -2.60  -308.5    -5.0   -22.8  20.46   47330.  3.92   -77
2015  74 12 52   4902    2.52    4.45   -3.14  -308.9    -1.8   -21.2  19.63   43640.  3.77   -77
2015  74 12 53   5259    3.52    2.47   -3.84  -308.1     0.5   -21.5  20.72   47828.  3.95   -74
2015  74 12 54   5142    2.98    3.34   -4.02  -308.1    -0.3   -22.0  21.49   50394.  4.10   -73
2015  74 12 55   4983    2.75    4.12   -3.84  -308.3    -0.3   -21.9  21.38   49862.  4.09   -71
2015  74 12 56   5213    2.10    4.75   -3.99  -308.0     0.2   -22.9  17.55   35392.  3.35   -68
2015  74 12 57   5177    2.03    4.82   -3.84  -309.4     1.9   -20.7  17.69   38441.  3.40   -68
2015  74 12 58   5160    2.00    4.98   -3.69  -309.3     2.2   -20.6  18.39   40358.  3.53   -64
2015  74 12 59   5291    3.22    3.75   -3.80  -308.0     1.5   -20.4  19.04   44665.  3.63   -62
2015  74 13  0   5304    2.95    3.85   -3.53  -307.9     0.2   -18.8  19.12   43644.  3.64   -62
2015  74 13  1   4779    2.02    6.05   -2.89  -308.0     2.7   -16.4  18.28   38879.  3.48   -64
2015  74 13  2   4803    2.27    5.94   -2.96  -308.7     3.1   -18.5  18.47   36285.  3.53   -66
2015  74 13  3   4821    2.15    6.18   -2.71  -308.7     3.1   -18.5  18.47   36285.  3.53   -79
2015  74 13  4   4853    2.08    6.21   -2.67  -308.7     3.1   -18.5  18.47   36285.  3.53   -74
2015  74 13  5   4880    2.04    6.24   -2.58 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -71
2015  74 13  6   4908    2.19    6.21   -2.47  -308.5     2.1   -18.0  18.30   36731.  3.49   -73
2015  74 13  7   4943    2.14    6.28   -2.40  -308.5     2.1   -18.0  18.30   36731.  3.49   -72
2015  74 13  8   4970    2.08    6.39   -2.16 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -74
2015  74 13  9   4997    1.88    6.40   -2.04  -308.4     2.6   -15.7  18.23   36940.  3.48   -75
2015  74 13 10   4994    1.30    6.50   -1.70  -308.8     2.0   -15.9  18.29   36653.  3.50   -78
2015  74 13 11   4956    0.94    6.30   -1.96  -310.5    -0.5   -16.5  18.55   35566.  3.59   -78
2015  74 13 12   4957    0.95    6.17   -2.19  -312.1     1.3   -17.6  18.89   40751.  3.69   -76
2015  74 13 13   4986    0.78    6.47   -1.72  -312.2     1.4   -17.6  18.90   40929.  3.70   -77
2015  74 13 14   4994    0.86    6.54   -1.56  -312.3     0.3   -15.9  18.10   33925.  3.54   -77
2015  74 13 15   5021    0.81    6.53   -1.35  -312.3     0.3   -15.9  18.10   33925.  3.54   -76
2015  74 13 16   5050    1.00    6.37   -1.54  -311.7     2.6   -15.0  17.81   36256.  3.47   -76
2015  74 13 17   5060    1.03    6.20   -1.70  -311.7     2.6   -15.0  17.81   36256.  3.47   -78
2015  74 13 18   5029    1.56    5.84   -2.07  -311.4     1.2   -17.0  18.17   38070.  3.54   -78
2015  74 13 19   4971    0.75    6.01   -1.41  -312.0     0.1   -17.7  18.59   39269.  3.63   -78
2015  74 13 20   4945    0.85    6.07   -1.12  -311.6    -1.1   -18.0  19.39   39753.  3.78   -78
2015  74 13 21   4923    1.04    6.11   -1.26  -313.0    -1.4   -15.0  19.96   41760.  3.92   -75
2015  74 13 22   4863    0.57    6.22   -1.11  -312.5    -1.4   -14.8  19.04   38161.  3.73   -73
2015  74 13 23   4803    0.66    6.17   -1.21  -312.0    -1.3   -15.9  18.42   33669.  3.60   -72
2015  74 13 24   4743    0.98    6.01   -1.30  -311.1    -2.8   -16.4  18.41   36539.  3.58   -72
2015  74 13 25   4680    1.31    6.05   -0.93  -311.3    -0.7   -15.9  18.59   38181.  3.61   -70
2015  74 13 26   4635    1.69    6.03   -0.78  -310.8    -1.0   -14.6  18.49   36692.  3.58   -69
2015  74 13 27   4370    1.10    5.90   -0.44  -310.6    -1.4   -13.1  18.61   37098.  3.60   -72
2015  74 13 28   3893    1.80    5.60   -0.64  -310.5    -0.7   -13.9  17.34   34892.  3.35   -68
2015  74 13 29   4024    1.99    5.91   -0.86  -309.4     2.2   -14.6  16.48   32720.  3.16   -64
2015  74 13 30   3894    1.96    5.72   -0.73  -309.3     1.9   -14.3  17.11   33283.  3.28   -61
2015  74 13 31   3453    1.90    5.91   -1.11  -308.9     0.5   -15.9  15.45   35495.  2.96   -60
2015  74 13 32   3529    2.06    5.38   -0.85  -308.8    -0.2   -16.6  14.79   36345.  2.83   -59
2015  74 13 33   3629    1.85    5.03   -0.73  -310.1    -4.7   -12.8  16.91   35275.  3.26   -56
2015  74 13 34   3602    3.17    4.05    0.38  -310.0    -4.5   -12.9  16.90   35190.  3.26   -55
2015  74 13 35   3593    4.08    3.77    0.87  -310.0    -4.3   -13.0  16.89   35137.  3.25   -52
2015  74 13 36   3633    4.00    3.92    1.01 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -56
2015  74 13 37   3673    3.51    4.36    0.44 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -55
2015  74 13 38   3714    4.41    3.42    0.48 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -51
2015  74 13 39   3759    4.03    3.79    0.56  -303.5    -5.9   -10.7  15.77   73310.  2.91   -50
2015  74 13 40   3786    3.92    3.85    0.40  -303.5    -5.9   -10.7  15.77   73310.  2.91   -54
2015  74 13 41   3818    3.55    4.08    0.11 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -59
2015  74 13 42   3857    3.83    3.63   -0.68 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -57
2015  74 13 43   3897    2.92    4.47   -0.40 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -57
2015  74 13 44   3945    3.51    3.97   -0.66  -303.2     2.8    -6.8  16.67   56687.  3.07   -52
2015  74 13 45   3992    3.65    4.06   -0.67  -303.2     2.8    -6.8  16.67   56687.  3.07   -47
2015  74 13 46   4036    3.15    4.39   -0.48 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -42
2015  74 13 47   4077    3.29    4.16   -0.76 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -42
2015  74 13 48   4115    3.45    3.94   -0.96 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -42
2015  74 13 49   4151    3.25    4.17   -1.08  -305.0    -4.3   -12.3  16.75   41530.  3.12   -40
2015  74 13 50   4198    3.29    4.30   -0.15  -305.0    -4.3   -12.3  16.75   41530.  3.12   -39
2015  74 13 51   4248    2.85    4.70   -0.32  -305.0    -4.3   -12.3  16.75   41530.  3.12   -38
2015  74 13 52   4281    3.68    4.27   -0.64 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -37
2015  74 13 53   4315    4.11    3.55   -0.85 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -37
2015  74 13 54   4365    4.09    3.35   -0.51  -304.8    -4.0   -13.1  15.58   47771.  2.90   -38
2015  74 13 55   4397    4.25    3.26   -0.47  -304.8    -4.0   -13.1  15.58   47771.  2.90   -39
2015  74 13 56   4436    3.26    4.33    0.02  -304.8    -4.0   -13.1  15.58   47771.  2.90   -38
2015  74 13 57   4474    1.58    5.25    0.00 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -36
2015  74 13 58   4513    1.47    5.00   -0.02 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -33
2015  74 13 59   4565   -0.08    3.78    0.16  -312.2    -1.1   -11.1  15.81   32144.  3.09   -30
2015  74 14  0   4608   -2.87    1.72    0.69  -312.2    -1.1   -11.1  15.81   32144.  3.09   -25
2015  74 14  1   4647   -3.10    1.68    0.50  -312.2    -1.1   -11.1  15.81   32144.  3.09   -19
2015  74 14  2   4685   -2.64    1.93    1.08 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -18
2015  74 14  3   4723   -2.38    2.11    0.85 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -22
2015  74 14  4   4760   -2.33    2.28    0.67 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -25
2015  74 14  5   4815   -2.28    2.25    0.68  -310.0    -1.3   -12.3  18.84   40992.  3.63   -26
2015  74 14  6   4859   -2.26    2.02    0.47  -310.0    -1.3   -12.3  18.84   40992.  3.63   -29
2015  74 14  7   4888   -2.31    2.28    0.34  -310.0    -1.3   -12.3  18.84   40992.  3.63   -32
2015  74 14  8   4927   -1.95    2.50    0.69 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -34
2015  74 14  9   4981   -2.14    2.38    0.63 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -33
2015  74 14 10   5020   -2.28    2.29    0.61  -309.4    -2.6   -13.9  19.40   41815.  3.72   -30
2015  74 14 11   5051   -2.51    2.42    0.55  -309.4    -2.6   -13.9  19.40   41815.  3.72   -27
2015  74 14 12   5102   -2.38    2.17    0.38 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -25
2015  74 14 13   5133   -2.15    2.36   -0.04 99999.9 99999.9 99999.9 999.99 9999999. 99.99   -30
2015  74 14 14   5171    0.50    0.18   -0.70  -308.1    -0.3   -13.7  17.40   44301.  3.31   -36
2015  74 14 15   5186   -1.52    2.15    0.33  -308.1    -0.3   -13.7  17.40   44301.  3.31   -37
2015  74 14 16   5192   -1.52    2.24    0.54  -308.1    -0.3   -13.7  17.40   44301.  3.31   -39
2015  74 14 17   5261   -1.56    2.29    0.55  -309.1    -2.5   -14.5  18.83   41688.  3.61   -43
